Course Number,Course Title,Description,Subject meets with,Prerequisites,Class Type (U/G),Semester,Credit Structure,Credit Info,Instructor,Same subject as,Years offered
12.130,Structure of Geologic Aquifers," Meets with graduate subject 12.465, but assignments differ. See description under 12.465. 12.141 Electron Microprobe Analysis",12.465,12.110 or permission of instructor,,,3-3-6,,"J. P. Grotzinger, J. B. Southard, C. J. Marone",,Acad Year 1996-97: U Fall Acad Year 1997-98: Not offered
12.141,Electron Microprobe Analysis," Introduction to theory of x-ray microanalysis through Electron Microprobe; lab sessions, including analysis of materials with hands-on use of the microprobe; analytical methods include energy and wavelength dispersive spectrometry and backscattered electron imaging. 12.159 Sedimentary and Surf icial Geology",,,U,IAP,1-1-4,[P/D/F],"T. Grove, N. Chatterjee",,
12.159,Sedimentary and Surf icial Geology Investigations (New)," Can be repeated for credit Meets with graduate subject 12.459, but assignments differ. See description under 12.459. 12.163 Surface Processes and Landscape",12.459,12.110 or permission of instructor,U,Spring,3-6-3,,"J. P. Grotzinger, J. B. Southard, K. X. Whipple",,
12.163,Surface Processes and Landscape Evolution (New)," Meets with graduate subject 12.463, but assignments differ. See description under 12.463. Geophysics 12.201 Essentials of Geophysics",12.463,8.01; 18.03,U,Fall,3-3-6,,K. X. Whipple,,
12.201,Essentials of Geophysics, See description under subject 12.501. 12.213 Alternate Energy Sources,12.501,"8.02, 18.03",U,Fall,4-0-8,,R. D. van der Hilst,,
12.213,Alternate Energy Sources," Can be repeated for credit Explores a number of alternative energy sources such as geothermal energy (heat from the Earth's interior), wind, natural gas, and solar energy. Includes a field trip to visit sites where alternative energy is being harvested or generated. Content and focus of subject varies from year to year. 12.214 Environmental Geophysics",,,U,IAP,1-4-1,[P/D/F],"M. N. Toksdz, F. D. Morgan",,
12.214,Environmental Geophysics," Meets with graduate subject 12.507, but assignments differ. See description under subject 12.507. 12.215 Modern Navigation",12.507,18.03,U,Spring,3-3-6,,F. D. Morgan,,
12.215,Modern Navigation," Introduces the concepts and applications of navigation techniques using celestial bodies and satellite positioning systems such as the Global Positioning System (GPS). Topics include astronomical observations, radio navigation systems, the relationship between conventional navigation results and those obtained from GPS, and the effects of the security systems, Selective Availability, and anti-spoofing on GPS results. Laboratory sessions cover the use of sextants, astronomical areas covered include ship, automobile, and aircraft navigation and positioning, including very precise positioning applications. Descriptions of Subjects 407 School of Science 12.221 Geophysical Applications of the",,,U,Fall,3-1-8,,T. A. Herring,,
12.221,Geophysical Applications of the Global Positioning System," Introduction to the science of accurate determination of a position on Earth using radio signals from satellites, or the Global Positioning System (GPS). Uses GPS to address, specifically, earthquake risk and prediction. Includes a field trip of three to four days duration. Meteorology and Oceanography 12.300 Global Change Science",,,U,IAP,1-4-1,[P/D/F],"T. A. Herring, B. H. Hager, R. King",,
12.300,Global Change Science," Introduces the basic relevant principles and concepts in atmospheric chemistry and physics, climate dynamics, biogeochemistry, and environmental policy making, through an examination of two current problems in the global environment: 1) carbon dioxide and global warming, and 2) chlorofluorocarbons and ozone. An introduction to global environmental problems for students in basic sciences and engineering. 12.301 Past and Present Climate",,18.03; 5.60,U,Fall,3-0-9,,"R. G. Prinn, P. H. Stone",,
12.301,Past and Present Climate," Meets with graduate subject 12.840, but assignments differ. See description under subject 12.840. 12.305 Global Atmospheric Pollution",12.840,8.02,U,Spring,3-0-9,,R. E. Newell,,
12.305,Global Atmospheric Pollution," Increasing industrial activity and biomass burnings have produced pollution patterns now detectable world-wide. In 1996-97, subject concentrates on material reaching the atmosphere from Pacific Rim countries and measured over the Pacific from specially instrumented aircraft in 1991, 1994, and 1996. Space shuttle measurements on global carbon monoxide also discussed. Atmospheric and oceanic structure necessary to understand the transport processes and photochemical sources and sinks of constituents, which in some cases provide natural removal processes, is presented. Students examine possible sources, including fossil fuel use, volcanic activity, biomass burning, and oceanic biosphere. 12.310 An Introduction to Weather",,8.02,U,Fall,2-0-4,,R. E. Newell,,
12.310,An Introduction to Weather Forecasting, Basic principles of synoptic meteorology and weather forecasting. Analysis of hourly weather data and numerical weather prediction models. Regular preparation of weather forecasts. 12.311 Experimental Oceanography,,"8.01, 18.01",U,IAP,1-1-4,[P/D/F],L. Ilan,,
12.311,Experimental Oceanography," Can be repeated for credit An intensive introduction to the experimental aspects of oceanography, specifically in the areas of marine geology and geophysics, physical oceanography, and chemical oceanography. Includes participation in a research cruise. Content varies from year to year. 12.312 Climate System Computer Lab",,,U,IAP,2-2-2,[P/D/F],"M. McNutt, J. Marshall, J. Edmond, WHOI Staff",,
12.312,Climate System Computer Lab," Introduction to climate dynamics and the hands-on use of computer simulation models; investigation of the interaction between atmosphere, oceans, ice, and carbon cycle; applications include greenhouse effect and ice age onset. 12.313 Climate Change: Past, Present, and",,,U,IAP,0-2-4,[P/D/F],J. Marotzke,,
12.313,"Climate Change: Past, Present, and Future"," The human race is now a significant factor influencing global changes in the Earth's environment and climate. Subject provides a historical (as in geological) context within which to think about global climate change. Covers the entire spectrum of climate variations, from the formation of the Earth's early atmosphere 4.6 billion years ago, to the ice ages, to the role of CO 2 variations in natural climate change, to temperature trends in this century. 12.320J Introduction to Hydrology",,,U,IAP,2-0-4,[P/D/F],M. E. Raymo,,
